id,movie_key,name,source,file_name,script_url,tmdb_title,release_date,tmdb_id,overview,imdb_title,imdb_release_date,imdb_id,dialogue,charinfo,tagged
1,10thingsihateaboutyou,10 Things I Hate About You,imsdb,10-Things-I-Hate-About-You,https://imsdb.com/scripts/10-Things-I-Hate-About-You.html,10 Things I Hate About You,1999-03-30,4951,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",10 Things I Hate About You,1999,0147800,10-Things-I-Hate-About-You_dialogue.txt,10-Things-I-Hate-About-You_charinfo.txt,10-Things-I-Hate-About-You_parsed.txt
2,12holding,12 and Holding,imsdb,12-and-Holding,https://imsdb.com/scripts/12-and-Holding.html,12 and Holding,2006-03-31,18164,"Three pre-adolescents with virginal and eager-of-signals naivety, hit headlong against monstrous and inhospitable loneliness, in the incandescent fire among the ashes of their own inocence.",12 and Holding,2005,0417385,12-and-Holding_dialogue.txt,12-and-Holding_charinfo.txt,12-and-Holding_parsed.txt
3,12monkeys,12 Monkeys,imsdb,12-Monkeys,https://imsdb.com/scripts/12-Monkeys.html,Twelve Monkeys,1995-12-29,63,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",12 Monkeys,1995,0114746,12-Monkeys_dialogue.txt,12-Monkeys_charinfo.txt,12-Monkeys_parsed.txt
4,12yearsslave,12 Years a Slave,imsdb,12-Years-a-Slave,https://imsdb.com/scripts/12-Years-a-Slave.html,12 Years a Slave,2013-10-18,76203,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon's chance meeting with a Canadian abolitionist will forever alter his life.",12 Years a Slave,2013,2024544,12-Years-a-Slave_dialogue.txt,12-Years-a-Slave_charinfo.txt,12-Years-a-Slave_parsed.txt
5,127hours,127 Hours,imsdb,127-Hours,https://imsdb.com/scripts/127-Hours.html,127 Hours,2010-11-12,44115,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,127 Hours,2010,1542344,127-Hours_dialogue.txt,127-Hours_charinfo.txt,127-Hours_parsed.txt
6,1492conquestofparadise,1492: Conquest of Paradise,imsdb,1492-Conquest-of-Paradise,https://imsdb.com/scripts/1492-Conquest-of-Paradise.html,1492: Conquest of Paradise,1992-10-09,1492,1492: Conquest of Paradise depicts Christopher Columbus' discovery of The New World and his effect on the indigenous people.,1492: Conquest of Paradise,1992,0103594,1492-Conquest-of-Paradise_dialogue.txt,1492-Conquest-of-Paradise_charinfo.txt,1492-Conquest-of-Paradise_parsed.txt
7,15minutes,15 Minutes,imsdb,15-Minutes,https://imsdb.com/scripts/15-Minutes.html,15 Minutes,2001-03-01,2749,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",15 Minutes,2001,0179626,15-Minutes_dialogue.txt,15-Minutes_charinfo.txt,15-Minutes_parsed.txt
8,17again,17 Again,imsdb,17-Again,https://imsdb.com/scripts/17-Again.html,17 Again,2009-03-11,16996,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",17 Again,2009,0974661,17-Again_dialogue.txt,17-Again_charinfo.txt,17-Again_parsed.txt
9,187,187,imsdb,187,https://imsdb.com/scripts/187.html,America on the Move 1876-2000,2003-11-29,788193,"Two complete documentaries exploring more than a century of invention innovation transportation and transformation.  Featuring interviews and fascinating archival footage, highlights many of the Smithsonian's priceless artifacts-from an actual piece of Route 66 that visitors can walk on to a full-sized steam locomotive and the interior of a Mississippi riverboat as well as a jaw-dropping showroom of authentic classic automobiles. Using advanced multimedia technology and innovative theatrical design AMERICA ON THE MOVE is an unforgettable experience that brings to life the pivotal role transportation has played in our nation's business social and cultural growth.  Interviews with former workers and family members point out Henry Ford's genius and eccentricities while historians trace the career of this industrial giant from his first hand-built car to the V-8 that saved his company from bankruptcy. Captures the essence of one man who more than any other changed the way we move.",Detroit 1-8-7,2010,1578258,187_dialogue.txt,187_charinfo.txt,187_parsed.txt
10,2001spaceodyssey,2001: A Space Odyssey,imsdb,2001-A-Space-Odyssey,https://imsdb.com/scripts/2001-A-Space-Odyssey.html,2001: A Space Odyssey,1968-04-02,62,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",2001: A Space Odyssey,1968,0062622,2001-A-Space-Odyssey_dialogue.txt,2001-A-Space-Odyssey_charinfo.txt,2001-A-Space-Odyssey_parsed.txt
11,2012,2012,imsdb,2012,https://imsdb.com/scripts/2012.html,2012,2009-10-10,14161,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",2012,2009,1190080,2012_dialogue.txt,2012_charinfo.txt,2012_parsed.txt
12,20thcenturywomen,20th Century Women,imsdb,20th-Century-Women,https://imsdb.com/scripts/20th-Century-Women.html,20th Century Women,2016-12-28,342737,"In 1979 Santa Barbara, California, Dorothea Fields is a determined single mother in her mid-50s who is raising her adolescent son, Jamie, at a moment brimming with cultural change and rebellion. Dorothea enlists the help of two younger women - Abbie, a free-spirited punk artist living as a boarder in the Fields' home and Julie, a savvy and provocative teenage neighbour - to help with Jamie's upbringing.",20th Century Women,2016,4385888,20th-Century-Women_dialogue.txt,20th-Century-Women_charinfo.txt,20th-Century-Women_parsed.txt
13,28dayslater,28 Days Later,imsdb,28-Days-Later,https://imsdb.com/scripts/28-Days-Later.html,28 Days Later,2002-10-31,170,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",28 Days Later,2002,0289043,28-Days-Later_dialogue.txt,28-Days-Later_charinfo.txt,28-Days-Later_parsed.txt
14,30minutesless,30 Minutes or Less,imsdb,30-Minutes-or-Less,https://imsdb.com/scripts/30-Minutes-or-Less.html,30 Minutes or Less,2011-08-11,62206,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",30 Minutes or Less,2011,1622547,30-Minutes-or-Less_dialogue.txt,30-Minutes-or-Less_charinfo.txt,30-Minutes-or-Less_parsed.txt
15,42,42,imsdb,42,https://imsdb.com/scripts/42.html,42,2013-04-12,109410,"In 1946, Branch Rickey (Harrison Ford), owner of the Brooklyn Dodgers, took a stand against Major League Baseball's infamous colour line when he signed Jackie Robinson (Chadwick Boseman) to the team. The deal put both men in the crosshairs of the public, the press and even other players. Facing unabashed racism from every side, Robinson was forced to demonstrate tremendous courage and let his talent on the field wins over fans and his teammates - silencing his critics and forever changing the world by changing the game of baseball.",42,2013,0453562,42_dialogue.txt,42_charinfo.txt,42_parsed.txt
16,44inchchest,44 Inch Chest,imsdb,44-Inch-Chest,https://imsdb.com/scripts/44-Inch-Chest.html,44 Inch Chest,2009-10-08,29182,"Colin is in agony, shattered by his wife's infidelity, so his friends kidnap the wife's lover so he can have his revenge.",44 Inch Chest,2009,0914837,44-Inch-Chest_dialogue.txt,44-Inch-Chest_charinfo.txt,44-Inch-Chest_parsed.txt
17,5050,50-50,imsdb,50-50,https://imsdb.com/scripts/50-50.html,Fukushima 50,2020-03-06,563067,Workers at the Fukushima Daiichi facility in Japan risk their lives and stay at the nuclear power plant to prevent total destruction after the region is devastated by an earthquake and tsunami in 2011.,Fifty Shades of Grey,2015,2322441,50-50_dialogue.txt,50-50_charinfo.txt,50-50_parsed.txt
18,500daysofsummer,500 Days of Summer,imsdb,500-Days-of-Summer,https://imsdb.com/scripts/500-Days-of-Summer.html,(500) Days of Summer,2009-07-17,19913,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",500 Days of Summer,2009,1022603,500-Days-of-Summer_dialogue.txt,500-Days-of-Summer_charinfo.txt,500-Days-of-Summer_parsed.txt
19,8mm,8MM,imsdb,8MM,https://imsdb.com/scripts/8MM.html,8MM,1999-02-26,8224,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",8MM,1999,0134273,8MM_dialogue.txt,8MM_charinfo.txt,8MM_parsed.txt
20,9,9,imsdb,9,https://imsdb.com/scripts/9.html,9,2009-08-19,12244,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",9-1-1,2018,7235466,9_dialogue.txt,9_charinfo.txt,9_parsed.txt
21,fewgoodmen,A Few Good Men,imsdb,A-Few-Good-Men,https://imsdb.com/scripts/A-Few-Good-Men.html,A Few Good Men,1992-12-11,881,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",A Few Good Men,1992,0104257,A-Few-Good-Men_dialogue.txt,A-Few-Good-Men_charinfo.txt,A-Few-Good-Men_parsed.txt
22,mostviolentyear,A Most Violent Year,imsdb,A-Most-Violent-Year,https://imsdb.com/scripts/A-Most-Violent-Year.html,A Most Violent Year,2014-12-31,241239,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",A Most Violent Year,2014,2937898,A-Most-Violent-Year_dialogue.txt,A-Most-Violent-Year_charinfo.txt,A-Most-Violent-Year_parsed.txt
23,prayerbeforedawn,A Prayer Before Dawn,imsdb,A-Prayer-Before-Dawn,https://imsdb.com/scripts/A-Prayer-Before-Dawn.html,A Prayer Before Dawn,2018-05-24,448776,"The amazing true story of Billy Moore, an English boxer incarcerated in Thailand's most notorious prison. Thrown into a world of drugs and violence, he finds his best chance to escape is to fight his way out in prison Muay Thai tournaments.",A Prayer Before Dawn,2017,4080956,A-Prayer-Before-Dawn_dialogue.txt,A-Prayer-Before-Dawn_charinfo.txt,A-Prayer-Before-Dawn_parsed.txt
24,quietplace,A Quiet Place,imsdb,A-Quiet-Place,https://imsdb.com/scripts/A-Quiet-Place.html,A Quiet Place,2018-04-03,447332,A family is forced to live in silence while hiding from creatures that hunt by sound.,A Quiet Place,2018,6644200,A-Quiet-Place_dialogue.txt,A-Quiet-Place_charinfo.txt,A-Quiet-Place_parsed.txt
25,scannerdarkly,A Scanner Darkly,imsdb,A-Scanner-Darkly,https://imsdb.com/scripts/A-Scanner-Darkly.html,A Scanner Darkly,2006-07-07,3509,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,A Scanner Darkly,2006,0405296,A-Scanner-Darkly_dialogue.txt,A-Scanner-Darkly_charinfo.txt,A-Scanner-Darkly_parsed.txt
26,seriousman,A Serious Man,imsdb,A-Serious-Man,https://imsdb.com/scripts/A-Serious-Man.html,A Serious Man,2009-09-30,12573,"It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",A Serious Man,2009,1019452,A-Serious-Man_dialogue.txt,A-Serious-Man_charinfo.txt,A-Serious-Man_parsed.txt
27,abovelaw,Above the Law,imsdb,Above-the-Law,https://imsdb.com/scripts/Above-the-Law.html,Above the Law,1988-04-08,9395,"Nico Toscani is an Italian immigrant, American patriot, ex-CIA agent, aikido specialist and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice--expert and thorough bone-crushing.",Above the Law,1988,0094602,Above-the-Law_dialogue.txt,Above-the-Law_charinfo.txt,Above-the-Law_parsed.txt
28,absolutepower,Absolute Power,imsdb,Absolute-Power,https://imsdb.com/scripts/Absolute-Power.html,Absolute Power,1997-02-14,66,"A master thief coincidentally is robbing a house where a murder--in which the President of The United States is involved--occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.",Absolute Power,1997,0118548,Absolute-Power_dialogue.txt,Absolute-Power_charinfo.txt,Absolute-Power_parsed.txt
29,abyss,"Abyss, The",imsdb,Abyss-The,https://imsdb.com/scripts/Abyss%2C-The.html,The Abyss,2023-09-15,1053544,"As the Swedish town of Kiruna sinks, Frigga finds herself torn between her family and her job as security chief at the world's largest underground mine.",The Abyss,1989,0096754,Abyss-The_dialogue.txt,Abyss-The_charinfo.txt,Abyss-The_parsed.txt
30,adaptation,Adaptation,imsdb,Adaptation,https://imsdb.com/scripts/Adaptation.html,Adaptation.,2002-12-06,2757,"Nicolas Cage is Charlie Kaufman, a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.",Adaptation.,2002,0268126,Adaptation_dialogue.txt,Adaptation_charinfo.txt,Adaptation_parsed.txt
31,addamsfamily,"Addams Family, The",imsdb,Addams-Family-The,https://imsdb.com/scripts/Addams-Family%2C-The.html,The Addams Family,1991-11-22,2907,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",The Addams Family,1991,0101272,NA,NA,NA
32,adjustmentbureau,"Adjustment Bureau, The",imsdb,Adjustment-Bureau-The,https://imsdb.com/scripts/Adjustment-Bureau%2C-The.html,The Adjustment Bureau,2011-03-03,38050,"A man glimpses the future Fate has planned for him - and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",The Adjustment Bureau,2011,1385826,Adjustment-Bureau-The_dialogue.txt,Adjustment-Bureau-The_charinfo.txt,Adjustment-Bureau-The_parsed.txt
33,adventuresofbuckaroobanzaiacrosseighthdimension,"Adventures of Buckaroo Banzai Across the Eighth Dimension, The",imsdb,Adventures-of-Buckaroo-Banzai-Across-the-Eighth-Dimension-The,https://imsdb.com/scripts/Adventures-of-Buckaroo-Banzai-Across-the-Eighth-Dimension%2C-The.html,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984-08-15,11379,"Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension.",The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,0086856,Adventures-of-Buckaroo-Banzai-Across-the-Eighth-Dimension-The_dialogue.txt,Adventures-of-Buckaroo-Banzai-Across-the-Eighth-Dimension-The_charinfo.txt,Adventures-of-Buckaroo-Banzai-Across-the-Eighth-Dimension-The_parsed.txt
34,affliction,Affliction,imsdb,Affliction,https://imsdb.com/scripts/Affliction.html,Affliction,1998-02-12,31662,A small town policeman must investigate a suspicious hunting accident. The investigation and other events result in him slowly disintegrating mentally.,Affliction,1997,0118564,Affliction_dialogue.txt,Affliction_charinfo.txt,Affliction_parsed.txt
35,afterschoolspecial,After School Special,imsdb,After-School-Special,https://imsdb.com/scripts/After-School-Special.html,After School Special,2017-05-30,146834,Two high school kids mentored by a nightclub owner go on a mission to find their classmate when she is kidnapped by a secret society.,Barely Legal,2003,0302297,After-School-Special_dialogue.txt,After-School-Special_charinfo.txt,After-School-Special_parsed.txt
36,afterlife,After.Life,imsdb,AfterLife,https://imsdb.com/scripts/After.Life.html,After.Life,2009-11-07,36419,"Following a terrible car crash, a woman awakes to find an enigmatic mortician preparing her for burial.",Ghostbusters: Afterlife,2021,4513678,AfterLife_dialogue.txt,AfterLife_charinfo.txt,AfterLife_parsed.txt
37,agnesofgod,Agnes of God,imsdb,Agnes-of-God,https://imsdb.com/scripts/Agnes-of-God.html,Agnes of God,1985-09-13,24735,"When a dead newborn is found, wrapped in bloody sheets, in the bedroom wastebasket of a young novice, psychiatrist Martha Livingston is called in to determine if the seemingly innocent novice, who knows nothing of sex or birth, is competent enough to stand trial for the murder of the baby.",Agnes of God,1985,0088683,Agnes-of-God_dialogue.txt,Agnes-of-God_charinfo.txt,Agnes-of-God_parsed.txt
38,airplane,Airplane,imsdb,Airplane,https://imsdb.com/scripts/Airplane.html,Airplane!,1980-07-02,813,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,Airplane!,1980,0080339,Airplane_dialogue.txt,Airplane_charinfo.txt,Airplane_parsed.txt
39,airplane2sequel,Airplane 2: The Sequel,imsdb,Airplane-2-The-Sequel,https://imsdb.com/scripts/Airplane-2-The-Sequel.html,Airplane II: The Sequel,1982-12-10,2665,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past Ted Striker must save the day and get the shuttle back on track - again - all the while trying to patch up his relationship with Elaine.",Airplane II: The Sequel,1982,0083530,Airplane-2-The-Sequel_dialogue.txt,Airplane-2-The-Sequel_charinfo.txt,Airplane-2-The-Sequel_parsed.txt
40,aladdin,Aladdin,imsdb,Aladdin,https://imsdb.com/scripts/Aladdin.html,Aladdin,1992-11-25,812,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",Aladdin,2019,6139732,Aladdin_dialogue.txt,Aladdin_charinfo.txt,Aladdin_parsed.txt
41,ali,Ali,imsdb,Ali,https://imsdb.com/scripts/Ali.html,Ali,2001-12-10,8489,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",Ali,2001,0248667,Ali_dialogue.txt,Ali_charinfo.txt,Ali_parsed.txt
42,alien,Alien,imsdb,Alien,https://imsdb.com/scripts/Alien.html,Alien,1979-05-25,348,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",Resident Alien,2021,8690918,Alien_dialogue.txt,Alien_charinfo.txt,Alien_parsed.txt
43,alien3,Alien 3,imsdb,Alien-3,https://imsdb.com/scripts/Alien-3.html,Alien Danger 3! With Raven Van Slender,,1137173,An intergalactic crisis has brought our heroes together one more time to save the day! They'll have to face the worst cosmic villains yet while Eepa fights his hunger in the very first trilogy from James Balsamo.,Alien 3,2015,30759935,Alien-3_dialogue.txt,Alien-3_charinfo.txt,Alien-3_parsed.txt
44,aliennation,Alien Nation,imsdb,Alien-Nation,https://imsdb.com/scripts/Alien-Nation.html,Alien Nation,1988-10-07,10128,"A few years from now, Earth will have the first contact with an alien civilization. These aliens, known as Newcomers, slowly begin to be integrated into human society after years of quarantine.",Alien Nation,1988,0094631,Alien-Nation_dialogue.txt,Alien-Nation_charinfo.txt,Alien-Nation_parsed.txt
45,alienvspredator,Alien vs. Predator,imsdb,Alien-vs-Predator,https://imsdb.com/scripts/Alien-vs.-Predator.html,AVP: Alien vs. Predator,2004-08-12,395,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",Alien vs. Predator,2004,0370263,Alien-vs-Predator_dialogue.txt,Alien-vs-Predator_charinfo.txt,Alien-vs-Predator_parsed.txt
46,alienresurrection,Alien: Resurrection,imsdb,Alien-Resurrection,https://imsdb.com/scripts/Alien-Resurrection.html,Alien Resurrection,1997-11-12,8078,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises ... as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",Alien: Resurrection,1997,0118583,NA,NA,NA
47,aliens,Aliens,imsdb,Aliens,https://imsdb.com/scripts/Aliens.html,Aliens,1986-07-18,679,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",Aliens,1986,0090605,Aliens_dialogue.txt,Aliens_charinfo.txt,Aliens_parsed.txt
48,allabouteve,All About Eve,imsdb,All-About-Eve,https://imsdb.com/scripts/All-About-Eve.html,All About Eve,1950-11-09,705,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",All About Eve,1950,0042192,All-About-Eve_dialogue.txt,All-About-Eve_charinfo.txt,All-About-Eve_parsed.txt
49,allaboutsteve,All About Steve,imsdb,All-About-Steve,https://imsdb.com/scripts/All-About-Steve.html,All About Steve,2009-08-06,23706,"After one short blind date, Mary Horowitz, a brilliant and eccentric crossword constructor, is convinced that Steve, a CCN cameraman, is her soul mate. Because his job takes him hither and yon, she crisscrosses the country following Steve, with the encouragement of a reporter, turning up at media events he's at to convince him they are perfect for each other. Along the way, she befriends an assortment of misfits who accept her for who she is, leading her to reassess her reasons for this strange journey.",All About Steve,2009,0881891,All-About-Steve_dialogue.txt,All-About-Steve_charinfo.txt,All-About-Steve_parsed.txt
50,allkingsmen,All the King's Men,imsdb,All-the-Kings-Men,https://imsdb.com/scripts/All-the-King%27s-Men.html,All the King's Men,2006-09-10,1717,"The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the 1946 Pulitzer Prize-winning novel written by Robert Penn Warren, loosely based on the story of real-life politician Huey Long.",All the King's Men,1949,0041113,All-the-Kings-Men_dialogue.txt,All-the-Kings-Men_charinfo.txt,All-the-Kings-Men_parsed.txt
51,allpresidentsmen,All the President's Men,imsdb,All-the-Presidents-Men,https://imsdb.com/scripts/All-the-President%27s-Men.html,All the President's Men,1976-04-09,891,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.",All the President's Men,1976,0074119,All-the-Presidents-Men_dialogue.txt,All-the-Presidents-Men_charinfo.txt,All-the-Presidents-Men_parsed.txt
52,aloneindark,Alone in the Dark,imsdb,Alone-in-the-Dark,https://imsdb.com/scripts/Alone-in-the-Dark.html,Alone in the Dark,2005-01-28,12142,"Edward Carnby is a private investigator specializing in unexplainable supernatural phenomena. His cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. Now, the greatest mystery of his past is about to become the most dangerous case he has ever faced.",Alone in the Dark,2005,0369226,Alone-in-the-Dark_dialogue.txt,Alone-in-the-Dark_charinfo.txt,Alone-in-the-Dark_parsed.txt
53,amadeus,Amadeus,imsdb,Amadeus,https://imsdb.com/scripts/Amadeus.html,Amadeus,1984-09-19,279,"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",Amadeus,1984,0086879,Amadeus_dialogue.txt,Amadeus_charinfo.txt,Amadeus_parsed.txt
54,amelia,Amelia,imsdb,Amelia,https://imsdb.com/scripts/Amelia.html,Amelia,2009-10-22,8915,"A look at the life of legendary American pilot Amelia Earhart, who disappeared while flying over the Pacific Ocean in 1937 in an attempt to make a flight around the world.",Amelia,2009,1129445,Amelia_dialogue.txt,Amelia_charinfo.txt,Amelia_parsed.txt
55,americanbeauty,American Beauty,imsdb,American-Beauty,https://imsdb.com/scripts/American-Beauty.html,American Beauty,1999-09-15,14,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",American Beauty,1999,0169547,American-Beauty_dialogue.txt,American-Beauty_charinfo.txt,American-Beauty_parsed.txt
56,americangangster,American Gangster,imsdb,American-Gangster,https://imsdb.com/scripts/American-Gangster.html,American Gangster,2007-11-02,4982,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Partly based on a true story.",American Gangster,2007,0765429,American-Gangster_dialogue.txt,American-Gangster_charinfo.txt,American-Gangster_parsed.txt
57,americangraffiti,American Graffiti,imsdb,American-Graffiti,https://imsdb.com/scripts/American-Graffiti.html,American Graffiti,1973-08-11,838,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,American Graffiti,1973,0069704,American-Graffiti_dialogue.txt,American-Graffiti_charinfo.txt,American-Graffiti_parsed.txt
58,americanhistoryx,American History X,imsdb,American-History-X,https://imsdb.com/scripts/American-History-X.html,American History X,1998-07-01,73,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",American History X,1998,0120586,American-History-X_dialogue.txt,American-History-X_charinfo.txt,American-History-X_parsed.txt
59,americanhustle,American Hustle,imsdb,American-Hustle,https://imsdb.com/scripts/American-Hustle.html,American Hustle,2013-12-03,168672,"A conman and his seductive partner are forced to work for a wild FBI agent, who pushes them into a world of Jersey power-brokers and the Mafia.",American Hustle,2013,1800241,American-Hustle_dialogue.txt,American-Hustle_charinfo.txt,American-Hustle_parsed.txt
